valor (%),extracted_value,link,serpapi_link,termo,texto,período
300,300,https://trends.google.com/trends/explore?q=gerador+portatil+de+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=gerador+portatil+de+energia+solar&tz=180,Energia Solar,gerador portatil de energia solar,1 ano
250,250,https://trends.google.com/trends/explore?q=gerador+de+energia+port%C3%A1til&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=gerador+de+energia+port%C3%A1til&tz=180,Energia Solar,gerador de energia portátil,1 ano
250,250,https://trends.google.com/trends/explore?q=energia+solar+em+belem&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=energia+solar+em+belem&tz=180,Energia Solar,energia solar em belem,1 ano
200,200,https://trends.google.com/trends/explore?q=reverde+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=reverde+energia+solar&tz=180,Energia Solar,reverde energia solar,1 ano
200,200,https://trends.google.com/trends/explore?q=resolve+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=resolve+energia+solar&tz=180,Energia Solar,resolve energia solar,1 ano
190,190,https://trends.google.com/trends/explore?q=bateria+para+armazenar+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=bateria+para+armazenar+energia+solar&tz=180,Energia Solar,bateria para armazenar energia solar,1 ano
160,160,https://trends.google.com/trends/explore?q=energia+solar+portatil&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=energia+solar+portatil&tz=180,Energia Solar,energia solar portatil,1 ano
140,140,https://trends.google.com/trends/explore?q=kit+energia+solar+residencial+completo&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=kit+energia+solar+residencial+completo&tz=180,Energia Solar,kit energia solar residencial completo,1 ano
130,130,https://trends.google.com/trends/explore?q=inversor+de+energia+solar+10000w&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=inversor+de+energia+solar+10000w&tz=180,Energia Solar,inversor de energia solar 10000w,1 ano
120,120,https://trends.google.com/trends/explore?q=energia+solar+para+ar+condicionado&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=energia+solar+para+ar+condicionado&tz=180,Energia Solar,energia solar para ar condicionado,1 ano
90,90,https://trends.google.com/trends/explore?q=ar+condicionado+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=ar+condicionado+energia+solar&tz=180,Energia Solar,ar condicionado energia solar,1 ano
90,90,https://trends.google.com/trends/explore?q=inversor+de+energia+solar+5000w&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=inversor+de+energia+solar+5000w&tz=180,Energia Solar,inversor de energia solar 5000w,1 ano
90,90,https://trends.google.com/trends/explore?q=ecos+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=ecos+energia+solar&tz=180,Energia Solar,ecos energia solar,1 ano
90,90,https://trends.google.com/trends/explore?q=kit+energia+solar+off+grid+300+kwh/m%C3%AAs&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=kit+energia+solar+off+grid+300+kwh%2Fm%C3%AAs&tz=180,Energia Solar,kit energia solar off grid 300 kwh/mês,1 ano
90,90,https://trends.google.com/trends/explore?q=bal%C3%B5es&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=bal%C3%B5es&tz=180,Energia Solar,balões,1 ano
